"";"PROBEID";"ENTREZID";"SYMBOL";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"43";"10450325";"14962";"Cfb";3,76990892051636;9,49513780701287;20,9983559167448;6,86224384876474e-10;8,04478400967978e-08;13,4022291976671
"44";"10584024";"330908";"Opcml";3,95227080091398;8,89299597746938;20,7460394411933;7,76577871252532e-10;8,38782321048911e-08;13,2803947689951
"45";"10465820";"14704";"Gng3";5,05896886151448;8,76816341858712;20,7429186359818;7,77773863129681e-10;8,38782321048911e-08;13,2788772309256
"46";"10593756";"110834";"Chrna3";4,77738847976305;7,86380149933964;20,7318224041817;7,82042632201921e-10;8,38782321048911e-08;13,2734794062745
"47";"10601903";"66995";"Zcchc18";3,3897717132167;8,22525775521669;20,6687488572235;8,06799242466696e-10;8,47307287765545e-08;13,2427340224802
"48";"10426425";"239618";"Pdzrn4";3,43486877747325;7,2429859039253;20,5835756743327;8,41600015814187e-10;8,65817485657004e-08;13,2010455648318
"49";"10409876";"13024";"Ctla2a";-4,46621318158762;7,20109564774113;-20,4773139356852;8,87337684563347e-10;8,77072405467418e-08;13,1487584549158
"50";"10351679";"12523";"Cd84";-3,43450142593815;6,54304394964272;-20,3664572220576;9,3796732192912e-10;9,09287167277826e-08;13,0938800537944
"51";"10597323";"74100";"Arpp21";3,22169430548024;7,37712494292884;20,2415865175803;9,98811191645716e-10;9,40609065240249e-08;13,0316562683821
"52";"10553430";"104245";"Slc6a5";3,89288179587772;8,01121190381428;20,2242476954086;1,00759550729961e-09;9,40609065240249e-08;13,0229818147062
"53";"10536334";"13426";"Dync1i1";4,08663579218896;7,56406047825028;19,7299402387882;1,29726397394804e-09;1,18900139866764e-07;12,7720879542363
"54";"10532180";"12889";"Cplx1";3,35915033029527;8,46169357036785;19,6144935620498;1,37732348586819e-09;1,23199916694335e-07;12,7124715593617
"55";"10540085";"14115";"Fbln2";-3,35914971450251;9,37663585068375;-19,5926705032494;1,39305599118769e-09;1,23199916694335e-07;12,7011579841449
"56";"10363070";"14727";"Lilrb4b";-4,12025231946149;7,60025856351181;-19,5521520190776;1,42278983905159e-09;1,23660061701018e-07;12,6801148048157
"57";"10483228";"20269";"Scn3a";4,13112798641081;6,90306518841011;19,4501391119506;1,50076861859627e-09;1,28226688243115e-07;12,6269179230813
"58";"10452316";"12266";"C3";3,58403476507831;10,5337100646603;19,1338403916572;1,77380014041366e-09;1,489650912128e-07;12,4599775754441
"59";"10510260";"18158";"Nppb";3,70978222464385;8,895832296846;19,0883676116179;1,81733207765654e-09;1,489650912128e-07;12,4357252642136
"60";"10548940";"109593";"Lmo3";3,58564835725792;8,04475942571575;19,000928427459;1,90435811865183e-09;1,52378877398792e-07;12,3889102042856
"61";"10416175";"18039";"Nefl";3,70987410550942;7,84088071353772;18,9489990664276;1,95819133621822e-09;1,54238164466813e-07;12,3609941033664
"62";"10427744";"75646";"Rai14";-3,1454577626397;9,01092832140005;-18,8398157866581;2,07688466462404e-09;1,61070393759535e-07;12,3020226677713
"63";"10460947";"19309";"Pygm";4,00124634693218;8,15805526586173;18,6392762427735;2,31591003188462e-09;1,76886401071672e-07;12,1927199103807
"64";"10555389";"22228";"Ucp2";3,03467735331659;9,62474807775996;18,5940886651216;2,37382329625803e-09;1,78603630394578e-07;12,1679120592178
"65";"10417628";"27062";"Cadps";4,98050090964185;7,26493044675147;18,5381202804462;2,44775811910549e-09;1,8062083110483e-07;12,1370936283937
"66";"10588592";"56808";"Cacna2d2";3,9504738310965;8,22507358182011;18,5101857055527;2,48559853032080e-09;1,8062083110483e-07;12,1216735165209
"67";"10410995";"19418";"Rasgrf2";4,01804743256472;7,27833655991237;18,4618231379707;2,55263146425589e-09;1,8062083110483e-07;12,0949165710265
"68";"10476628";"57329";"Otor";4,31292376702807;10,1877882547641;18,4426257205174;2,57978572496485e-09;1,8062083110483e-07;12,0842741598871
"69";"10421100";"18040";"Nefm";4,17252512321469;8,5167472325492;18,3465169304096;2,72056147314579e-09;1,87867813508602e-07;12,030811714544
"70";"10476512";"20614";"Snap25";5,25814286806176;8,72199890152749;18,2793197480369;2,82396918187908e-09;1,92373360079087e-07;11,9932497578237
"71";"10501754";"229791";"Plppr4";3,65922843035077;8,06661643944836;18,2449111303878;2,87857628363322e-09;1,93310380917029e-07;11,97395758975
"72";"10385391";"76884";"Cyfip2";3,63751004591442;8,57072393156928;18,2227114062261;2,91441954963186e-09;1,93310380917029e-07;11,9614896102309
"73";"10466210";"68774";"Ms4a6d";-3,29070037108158;7,11246369615847;-18,0669921397537;3,17998248452957e-09;2,0291508486726e-07;11,8735656243537
"74";"10542164";"232413";"Clec12a";-3,05573238537226;6,72529674614522;-18,0133079917655;3,27757551891699e-09;2,06528227385757e-07;11,8430626845695
"75";"10495675";"14066";"F3";-3,11257275477501;8,2993282477867;-17,7141856787847;3,88492181962009e-09;2,38827937715913e-07;11,6712794475091
"76";"10492689";"54635";"Pdgfc";-3,19482277233123;8,75911602493921;-17,6197669947106;4,10138501162837e-09;2,48768147892076e-07;11,6164040932874
"77";"10565152";"26557";"Homer2";4,08990192394164;7,91241453292294;17,6012710851083;4,1453133154006e-09;2,48768147892076e-07;11,6056173143239
"78";"10506274";"72685";"Dnajc6";3,09511687009656;7,57243464743938;17,5486079391505;4,27323051649708e-09;2,53427706278374e-07;11,5748373211718
"79";"10474700";"21825";"Thbs1";-3,17869315166709;11,1881167223855;-17,5251457323225;4,33160296396051e-09;2,53902448154941e-07;11,5610923750492
"80";"10469672";"14417";"Gad2";5,15261252242856;8,32268699373556;17,4951577592079;4,40748304370501e-09;2,55380712911689e-07;11,5434955942096
"81";"10523134";"56744";"Pf4";-3,73676336304545;7,08526215464736;-17,4281156648706;4,58242982555887e-09;2,62500326711844e-07;11,5040382205968
"82";"10578264";"20288";"Msr1";-3,73350043832983;7,22084790050529;-17,2503643995019;5,08410342921471e-09;2,87965903221026e-07;11,3986307597534
"83";"10390860";"94179";"Krt23";4,3828562703023;7,53770808958627;17,2012499410374;5,23308730768497e-09;2,93111034644888e-07;11,3693006818972
"84";"10519497";"117167";"Steap4";3,65316232889913;9,44863813848405;17,0639975578887;5,67532039949872e-09;3,11969124468896e-07;11,286860406169
"85";"10439695";"56370";"Tagln3";3,79313224063416;8,93836987067258;17,0548922380137;5,70606980228501e-09;3,11969124468896e-07;11,2813663517872
"86";"10360418";"24012";"Rgs7";4,04851787414936;6,58903319242975;17,0223924106874;5,81731753621826e-09;3,11969124468896e-07;11,2617308120379
"87";"10409616";"20745";"Spock1";4,11900142157627;8,68584218877152;16,9790084526935;5,96953080402183e-09;3,13462549823688e-07;11,2354571413976
"88";"10363455";"13180";"Pcbd1";3,21684977197027;8,68468589103845;16,890376831422;6,29419995769399e-09;3,23765938640157e-07;11,1815587460812
"89";"10441195";"13508";"Dscam";3,26691579271185;6,84751561319952;16,8661274868421;6,38635454664391e-09;3,25188012824565e-07;11,1667600109277
"90";"10515095";"15572";"Elavl4";4,13785469131318;7,08292240180523;16,7480962202488;6,85646225842567e-09;3,38857120046312e-07;11,0944052993235
"91";"10531737";"15442";"Hpse";3,46842540581982;8,50938003948214;16,71875101534;6,97912342365114e-09;3,41570496879858e-07;11,0763325518322
"92";"10529979";"19017";"Ppargc1a";3,7946126784864;8,23099640567113;16,6881766026858;7,1094773499596e-09;3,44604570395638e-07;11,0574670838257
"93";"10464471";"14419";"Gal";3,83736606203793;7,6658221594378;16,6417884713306;7,3123598466427e-09;3,47750999876659e-07;11,0287741996311
"94";"10439651";"17470";"Cd200";3,65187482158622;8,64431384836224;16,5997039829373;7,50190003033332e-09;3,53430636008507e-07;11,0026701924003
"95";"10355960";"20254";"Scg2";3,45118150115997;9,04493481234394;16,5439246852267;7,76143643573936e-09;3,54696524087525e-07;10,9679639283414
"96";"10369132";"75906";"Fam184a";3,15387389881841;7,62020234896009;16,5309265371937;7,82331463441616e-09;3,54696524087525e-07;10,959858687518
"97";"10502881";"26938";"St6galnac5";3,52002212180661;7,82783700009429;16,5264286995535;7,84485209611691e-09;3,54696524087525e-07;10,9570524135948
"98";"10595033";"20255";"Scg3";4,79648352898446;7,92366703855274;16,5110867358546;7,91880422016671e-09;3,54696524087525e-07;10,9474742638818
"99";"10523145";"20309";"Cxcl15";-4,31528927700976;8,14250272288203;-16,5044678578753;7,95094370598896e-09;3,54696524087525e-07;10,9433391370424
"100";"10461721";"17476";"Mpeg1";-4,08826778113241;7,15069038147803;-16,4508201557664;8,21676232027724e-09;3,63339463653663e-07;10,909758391569
"101";"10489545";"21925";"Tnnc2";3,79215700342349;8,44633253948057;16,3453719752378;8,76798820462513e-09;3,8434285686535e-07;10,8434166712812
"102";"10485955";"20394";"Scg5";4,15713317361201;9,11120190338416;16,2920764068128;9,06185053332355e-09;3,93416389534898e-07;10,8097153322873
"103";"10364102";"103172";"Chchd10";3,04770308314953;8,94300154181183;16,2499909400343;9,30150571565616e-09;3,97363477225616e-07;10,7830210093827
"104";"10581605";"15439";"Hp";4,1850277298366;10,132097066404;16,1995570217684;9,59786035688523e-09;4,06578269403852e-07;10,7509359491948
"105";"10485550";"241589";"D430041D05Rik";3,31942397814317;7,80211739053724;16,1597614207573;9,83898416065464e-09;4,10029565667737e-07;10,7255450161243
"106";"10601385";"279572";"Tlr13";-3,01892908654689;6,87013550394115;-16,0984933674963;1,02232434251507e-08;4,22421066444138e-07;10,6863260715671
"107";"10517508";"12260";"C1qb";-3,05392988823658;7,77704652561652;-16,0671499947849;1,04261342723239e-08;4,27301974526706e-07;10,6662023136553
"108";"10593767";"108015";"Chrnb4";3,39053322968965;8,12298133243624;15,9875657281394;1,0961330667351e-08;4,38540221381875e-07;10,6149216363941
"109";"10505614";"22178";"Tyrp1";4,42233552770144;8,13743285688482;15,9703142984659;1,1081258338492e-08;4,39847427435735e-07;10,6037705358017
"110";"10569129";"20287";"Sct";3,04595170000905;8,3998100016327;15,8945286605189;1,16253437118712e-08;4,5079505885802e-07;10,5546349697951
"111";"10461869";"353211";"Prune2";3,44121982088236;8,30484301719047;15,8759562686028;1,17630863960757e-08;4,51354334987065e-07;10,5425564656994
"112";"10553450";"338352";"Nell1";4,80628144301084;7,54113209361245;15,821438237883;1,21778201079711e-08;4,61566850859267e-07;10,5070159975398
"113";"10446282";"13733";"Adgre1";-3,84043663886684;7,7101109652593;-15,6212991504486;1,38429125891997e-08;5,06277418032252e-07;10,3754493355744
"114";"10593499";"330941";"AI593442";3,37804826364865;8,02716193051407;15,563030715678;1,43732737848732e-08;5,21263835608243e-07;10,3368178350211
"115";"10514240";"76376";"Slc24a2";3,4602643070186;7,21633274328576;15,4753889662752;1,52132400747534e-08;5,40070022653747e-07;10,2784307105413
"116";"10380067";"18952";"Septin4";3,3362346776663;8,34743197507018;15,2862795761451;1,72142130096167e-08;5,98461019182604e-07;10,1512801912293
"117";"10601701";"67564";"Tmem35a";3,0608401262469;8,05248880725119;15,2355196587923;1,77990161174044e-08;6,10373062910447e-07;10,1168766527778
"118";"10397645";"14744";"Gpr65";-3,07057076795835;6,59711654623447;-15,0703945038976;1,98565541007769e-08;6,49979800142964e-07;10,0041446858561
"119";"10362363";"67412";"Mtcl3";3,79695574648107;7,48599113435889;15,0583640328631;2,0016301536386e-08;6,50981780934979e-07;9,99588226892967
"120";"10428388";"239405";"Rspo2";-3,31116975757571;8,99401682450445;-15,024070001301;2,04794277785556e-08;6,61774329690377e-07;9,9722925303096
"121";"10435704";"12519";"Cd80";-3,03920213119593;7,1033517799012;-14,9570029471259;2,14193132557692e-08;6,74842238264579e-07;9,9260006925393
"122";"10522208";"22223";"Uchl1";3,31702872974731;9,77492734437629;14,8798710202123;2,25588654964927e-08;7,05548866817987e-07;9,87250053637088
"123";"10598493";"30052";"Pcsk1n";3,26360523023536;9,11227520418035;14,5853972462088;2,75586256124893e-08;8,17113384150048e-07;9,66563582525271
"124";"10560242";"12273";"C5ar1";-3,21374573334329;8,01208935342227;-14,5769949539842;2,77179902181429e-08;8,17113384150048e-07;9,65967169164812
"125";"10606789";"66104";"Tceal6";3,60458630804028;6,62107197699693;14,5522217038231;2,81937428140458e-08;8,2630614840468e-07;9,64206694625678
"126";"10523128";"57349";"Ppbp";-3,75742840108907;7,16008576458143;-14,5424331039157;2,83841760101036e-08;8,27078793450475e-07;9,63510251715291
"127";"10550400";"434128";"Pnma8b";3,96096434525382;8,93527331274533;14,449745927282;3,02585814440606e-08;8,70686196987839e-07;9,568922827629
"128";"10595211";"12816";"Col12a1";-3,40802605932628;10,1847839467601;-14,4430618327882;3,03988832909858e-08;8,70686196987839e-07;9,56413385844308
"129";"10358457";"406217";"Bex4";3,95725278101615;6,7456915096804;14,4022648414332;3,12707697348518e-08;8,85595226030268e-07;9,53485571067249
"130";"10599187";"72693";"Zcchc12";3,74741298414934;7,54498980858271;14,3369899435364;3,27230766966933e-08;9,16427942377949e-07;9,48783775421487
"131";"10463732";"226180";"Ina";3,98084655154627;8,14855551925766;14,2627388850495;3,44651774405574e-08;9,59198882238586e-07;9,43409338586495
"132";"10368289";"18605";"Enpp1";-3,2118762843342;8,97577530232094;-14,2558911971399;3,4630866210558e-08;9,59198882238586e-07;9,42912283633577
"133";"10476355";"12653";"Chgb";4,91515511483389;8,49766779219394;14,2214237884864;3,54781548343464e-08;9,71120702359377e-07;9,40406767648097
"134";"10360070";"14127";"Fcer1g";-3,16598713411956;8,4998364861649;-14,0514968100264;3,99996292157008e-08;1,07254324934228e-06;9,27965348336559
"135";"10406229";"18548";"Pcsk1";3,85598194764825;7,5987824612719;13,9996960150548;4,15002279066965e-08;1,08959712957113e-06;9,24142954489651
"136";"10409999";"14120";"Fbp2";3,72540673419025;8,14427198569178;13,9892000034847;4,18117045526315e-08;1,09208706036174e-06;9,23366743306564
"137";"10489179";"14601";"Ghrh";5,5426199166903;9,60274937509245;13,9613247060576;4,26513744003703e-08;1,1025927094988e-06;9,2130247898113
"138";"10588283";"270192";"Rab6b";3,49777264682041;9,14743518439017;13,8750673222103;4,53683547044176e-08;1,13911054381937e-06;9,14888887297614
"139";"10555323";"320452";"P4ha3";-3,08320673458891;8,16236359329364;-13,7392479748888;5,00369519297413e-08;1,2185327279122e-06;9,0470994931246
"140";"10461723";"107373";"Fam111a";-3,34777785530564;8,32832946206054;-13,6746917135004;5,2437615504883e-08;1,27085586423132e-06;8,99837015908197
"141";"10603843";"20964";"Syn1";3,22630501439157;7,68563731995622;13,5103132934675;5,91369906720176e-08;1,38655613943089e-06;8,8732650490587
"142";"10387536";"12514";"Cd68";-3,35450489987273;9,48732602349283;-13,4186329190329;6,32749035166059e-08;1,45647848688224e-06;8,80284047872542
"143";"10569008";"12869";"Cox8b";5,7610448444273;9,3997723277346;13,3839815457941;6,4920225766595e-08;1,46754644883141e-06;8,77610059763821
"144";"10595496";"20616";"Snap91";3,46336281072421;8,7074447935476;13,1382269242747;7,80188840556585e-08;1,67669736670622e-06;8,58450164130537
"145";"10381574";"51799";"Rundc3a";3,05217430354748;8,59015687305875;13,1245341329691;7,88290569151706e-08;1,67669736670622e-06;8,57372432224028
"146";"10375019";"18197";"Nsg2";3,24247485588609;8,04350295475365;13,0949522158163;8,06108494523293e-08;1,70739198356803e-06;8,55040383417974
"147";"10512807";"242425";"Gabbr2";3,07581843992054;7,91754568047067;13,0246245420527;8,50256911395805e-08;1,78589378764427e-06;8,49475710870893
"148";"10541614";"17474";"Clec4d";-3,5019800870406;7,40142962024621;-13,0100374213032;8,5974020807159e-08;1,79831966343937e-06;8,48317877200535
"149";"10456237";"20451";"St8sia3";3,71133762343441;7,80586998613908;12,8612931919853;9,63305046035506e-08;1,95862167877899e-06;8,36439650388784
"150";"10533401";"13048";"Cux2";3,78985672667158;7,73795075476477;12,7523871926546;1,04774215867113e-07;2,09590008804014e-06;8,27658869028481
"151";"10534667";"18787";"Serpine1";-3,16889710701462;9,22842563602251;-12,620401147308;1,16105168191951e-07;2,24681240003309e-06;8,16920614326941
"152";"10472860";"56508";"Rapgef4";3,05745739309767;7,55974261819681;12,596835441414;1,18265415381409e-07;2,25824226870335e-06;8,14992073763792
"153";"10490665";"20262";"Stmn3";3,62729337626078;8,08762813165239;12,5144770042511;1,26166156261229e-07;2,35556886560317e-06;8,08225072374797
"154";"10384015";"56012";"Pgam2";3,11591184915184;8,53068875741618;12,4440736832321;1,33377077155966e-07;2,4395515841196e-06;8,02406767667348
"155";"10385466";"24052";"Sgcd";-3,03349985066452;7,91269877750766;-12,4285066455111;1,35031401826749e-07;2,44853703816058e-06;8,01116059100417
"156";"10361023";"19130";"Prox1";3,82902042933187;7,71423223755497;12,4216605854242;1,35766007371039e-07;2,45303384644232e-06;8,00547947707337
"157";"10457929";"19762";"Rit2";4,07518456558254;7,60808678525681;12,1053395845398;1,7495693923448e-07;2,93985976893672e-06;7,73971047370376
"158";"10545041";"58243";"Nap1l5";3,92445600400101;8,38620094014902;12,0179452559422;1,87848253128255e-07;3,08597535899087e-06;7,66513320011572
"159";"10498885";"14800";"Gria2";3,55449915524086;6,35244034530932;12,0173612966248;1,87937797105772e-07;3,08597535899087e-06;7,66463318036827
"160";"10542355";"13730";"Emp1";-3,16939447246596;9,28077982903;-12,0011900298111;1,90436055820543e-07;3,11435739887226e-06;7,65077738741465
"161";"10368495";"72780";"Rspo3";-3,36432153694487;8,98225196383161;-11,998200237634;1,90901891738054e-07;3,11435739887226e-06;7,64821377852438
"162";"10431051";"64706";"Scube1";3,30664297449562;8,54813224813045;11,9684330492372;1,95608185165223e-07;3,18007323983253e-06;7,62265723686596
"163";"10527732";"320365";"Fry";3,02980566724452;7,70094290532589;11,9446605975766;1,99457483161978e-07;3,18185181208713e-06;7,60220487100689
"164";"10423230";"12565";"Cdh9";3,66923659702349;6,90718722765083;11,8439635268959;2,16702523555115e-07;3,35091233509612e-06;7,51514910280627
"165";"10577996";"210801";"Unc5d";3,51895079165122;8,79035689544509;11,5690631296384;2,72619562374152e-07;3,94906670668994e-06;7,27395166341105
"166";"10461622";"69774";"Ms4a6b";-3,19151583781061;7,04877231545044;-11,4959629911004;2,90010064171273e-07;4,16507331477889e-06;7,20892523233988
"167";"10604175";"245386";"Tmem255a";3,08342558577234;8,16876285401505;11,28079605782;3,48601046074616e-07;4,76790005720152e-06;7,01530365804285
"168";"10426397";"12805";"Cntn1";3,2499084377513;7,54930588544478;11,1842433780382;3,78980860770752e-07;5,05758898392635e-06;6,92732415346595
"169";"10469255";"18761";"Prkcq";4,07732797411625;7,41039567261148;11,1752442622155;3,81955904642857e-07;5,05758898392635e-06;6,91908905305477
"170";"10363224";"12140";"Fabp7";3,95868246797513;8,83548573789337;11,1513734400014;3,89971279864773e-07;5,09286326890757e-06;6,89721572991513
"171";"10481627";"16819";"Lcn2";3,34569927430985;8,35574907345346;11,0823026242055;4,14213322884744e-07;5,32665653230101e-06;6,83368551024145
"172";"10366229";"108030";"Lin7a";3,76689292244792;8,01709177515294;11,0535954320112;4,24767126410356e-07;5,42088882084711e-06;6,80717594445934
"173";"10545086";"20617";"Snca";3,45971329406628;8,66887679467531;11,0016237983133;4,44625944760287e-07;5,61744207402659e-06;6,75902479068375
"174";"10503416";"12307";"Calb1";5,80159779691141;7,41962066187557;10,9714490875986;4,56617920594725e-07;5,69755182603467e-06;6,73097432363172
"175";"10352234";"320404";"Itpkb";3,00817250828541;8,90580758046468;10,8191498055343;5,22765400401135e-07;6,23050085668667e-06;6,58833265995614
"176";"10598359";"20977";"Syp";3,82582099741398;8,59729276665807;10,7637788712361;5,49341326886629e-07;6,45150303984057e-06;6,5360280408637
"177";"10575880";"117148";"Necab2";3,74182243965636;8,18530439976775;10,7349254679105;5,63769431282004e-07;6,53324529446571e-06;6,50867746912238
"178";"10492628";"20713";"Serpini1";3,08952821418158;7,75071842150519;10,4794790636823;7,1107414531819e-07;7,77554179294793e-06;6,26365377444965
"179";"10394240";"18976";"Pomc";4,32216315739488;8,68519438758909;10,4086035097507;7,59019767294334e-07;8,12360646906739e-06;6,19473757870799
"180";"10431711";"239606";"Slc2a13";3,01219688873884;9,71215086833775;10,3482873111003;8,025962789343e-07;8,36800868237657e-06;6,13576425325088
"181";"10474814";"214240";"Disp2";3,41147670203854;7,97732155811205;10,2310523328848;8,95282059209022e-07;9,04432236567672e-06;6,02027605955992
"182";"10536324";"65255";"Asb4";3,21173221772332;8,17936267287095;10,2093623449761;9,13673073405734e-07;9,13854357745696e-06;5,99878315320779
"183";"10458685";"76217";"Jakmip2";3,09949511662883;7,32165259810584;10,1533431791147;9,63099577488732e-07;9,51957837278569e-06;5,94308922906968
"184";"10344973";"14545";"Gdap1";3,01848706512048;7,39807137238746;10,1031542822485;1,00985632299342e-06;9,84920026340695e-06;5,89296540996567
"185";"10453518";"18189";"Nrxn1";3,35751403601797;7,41595726419449;10,0180489867534;1,09487889633171e-06;1,04137443705815e-05;5,80747738978969
"186";"10486201";"100043609";"Gm14207";3,20414921549591;7,02042040766338;9,98906688633757;1,12558362222471e-06;1,06455291550371e-05;5,7782223108838
"187";"10425726";"24050";"Septin3";3,06766534832658;7,98240926594363;9,79981085507444;1,3506096427198e-06;1,19930332097521e-05;5,58537734370984
"188";"10575693";"270097";"Vat1l";3,21155545617616;8,65912896774574;9,64679779979284;1,56836345194124e-06;1,3309966601407e-05;5,4271334771959
